index,title,conference,year,abstract,pdf_url
142,HACMan: Learning Hybrid Actor-Critic Maps for 6D Non-Prehensile Manipulation,CoRL,2023,Manipulating objects without grasping them is an essential component of human dexterity; referred to as non-prehensile manipulation. Non-prehensile manipulation may enable more complex interactions with the objects; but also presents challenges in reasoning about gripper-object interactions. In this work; we introduce Hybrid Actor-Critic Maps for Manipulation (HACMan); a reinforcement learning approach for 6D non-prehensile manipulation of objects using point cloud observations. HACMan proposes a temporally-abstracted and spatially-grounded object-centric action representation that consists of selecting a contact location from the object point cloud and a set of motion parameters describing how the robot will move after making contact. We modify an existing off-policy RL algorithm to learn in this hybrid discrete-continuous action representation. We evaluate HACMan on a 6D object pose alignment task in both simulation and in the real world. On the hardest version of our task; with randomized initial poses; randomized 6D goals; and diverse object categories; our policy demonstrates strong generalization to unseen object categories without a performance drop; achieving an $89%$ success rate on unseen objects in simulation and $50%$ success rate with zero-shot transfer in the real world. Compared to alternative action representations; HACMan achieves a success rate more than three times higher than the best baseline. With zero-shot sim2real transfer; our policy can successfully manipulate unseen objects in the real world for challenging non-planar goals; using dynamic and contact-rich non-prehensile skills. Videos can be found on the project website: https://hacman-2023.github.io.,https://proceedings.mlr.press/v229/zhou23a/zhou23a.pdf
143,Diff-LfD: Contact-aware Model-based Learning from Visual Demonstration for Robotic Manipulation via Differentiable Physics-based Simulation and Rendering,CoRL,2023,Learning from Demonstration (LfD) is an efficient technique for robots to acquire new skills through expert observation; significantly mitigating the need for laborious manual reward function design. This paper introduces a novel framework for model-based LfD in the context of robotic manipulation. Our proposed pipeline is underpinned by two primary components: self-supervised pose and shape estimation and contact sequence generation. The former utilizes differentiable rendering to estimate object poses and shapes from demonstration videos; while the latter iteratively optimizes contact points and forces using differentiable simulation; consequently effectuating object transformations. Empirical evidence demonstrates the efficacy of our LfD pipeline in acquiring manipulation actions from human demonstrations. Complementary to this; ablation studies focusing on object tracking and contact sequence inference underscore the robustness and efficiency of our approach in generating long-horizon manipulation actions; even amidst environmental noise. Validation of our results extends to real-world deployment of the proposed pipeline. Supplementary materials and videos are available on our webpage.,https://proceedings.mlr.press/v229/zhu23a/zhu23a.pdf
144,Stabilize to Act: Learning to Coordinate for Bimanual Manipulation,CoRL,2023,Key to rich; dexterous manipulation in the real world is the ability to coordinate control across two hands. However; while the promise afforded by bimanual robotic systems is immense; constructing control policies for dual arm autonomous systems brings inherent difficulties. One such difficulty is the high-dimensionality of the bimanual action space; which adds complexity to both model-based and data-driven methods. We counteract this challenge by drawing inspiration from humans to propose a novel role assignment framework: a stabilizing arm holds an object in place to simplify the environment while an acting arm executes the task. We instantiate this framework with BimanUal Dexterity from Stabilization (BUDS); which uses a learned restabilizing classifier to alternate between updating a learned stabilization position to keep the environment unchanged; and accomplishing the task with an acting policy learned from demonstrations. We evaluate BUDS on four bimanual tasks of varying complexities on real-world robots; such as zipping jackets and cutting vegetables. Given only 20 demonstrations; BUDS achieves $76.9%$ task success across our task suite; and generalizes to out-of-distribution objects within a class with a $52.7%$ success rate. BUDS is $56.0%$ more successful than an unstructured baseline that instead learns a BC stabilizing policy due to the precision required of these complex tasks. Supplementary material and videos can be found at https://tinyurl.com/stabilizetoact.,https://proceedings.mlr.press/v229/grannen23a/grannen23a.pdf
145,Learning to Design and Use Tools for Robotic Manipulation,CoRL,2023,When limited by their own morphologies; humans and some species of animals have the remarkable ability to use objects from the environment toward accomplishing otherwise impossible tasks. Robots might similarly unlock a range of additional capabilities through tool use. Recent techniques for jointly optimizing morphology and control via deep learning are effective at designing locomotion agents. But while outputting a single morphology makes sense for locomotion; manipulation involves a variety of strategies depending on the task goals at hand. A manipulation agent must be capable of rapidly prototyping specialized tools for different goals. Therefore; we propose learning a designer policy; rather than a single design. A designer policy is conditioned on task information and outputs a tool design that helps solve the task. A design-conditioned controller policy can then perform manipulation using these tools. In this work; we take a step towards this goal by introducing a reinforcement learning framework for jointly learning these policies. Through simulated manipulation tasks; we show that this framework is more sample efficient than prior methods in multi-goal or multi-variant settings; can perform zero-shot interpolation or fine-tuning to tackle previously unseen goals; and allows tradeoffs between the complexity of design and control policies under practical constraints. Finally; we deploy our learned policies onto a real robot. Please see our supplementary video and website at https://robotic-tool-design.github.io/ for visualizations.,https://proceedings.mlr.press/v229/liu23b/liu23b.pdf
146,FlowBot++: Learning Generalized Articulated Objects Manipulation via Articulation Projection,CoRL,2023,Understanding and manipulating articulated objects; such as doors and drawers; is crucial for robots operating in human environments. We wish to develop a system that can learn to articulate novel objects with no prior interaction; after training on other articulated objects. Previous approaches for articulated object manipulation rely on either modular methods which are brittle or end-to-end methods; which lack generalizability. This paper presents FlowBot++; a deep 3D vision-based robotic system that predicts dense per-point motion and dense articulation parameters of articulated objects to assist in downstream manipulation tasks. FlowBot++ introduces a novel per-point representation of the articulated motion and articulation parameters that are combined to produce a more accurate estimate than either method on their own. Simulated experiments on the PartNet-Mobility dataset validate the performance of our system in articulating a wide range of objects; while real-world experiments on real objects’ point clouds and a Sawyer robot demonstrate the generalizability and feasibility of our system in real-world scenarios. Videos are available on our anonymized website https://sites.google.com/view/flowbotpp/home,https://proceedings.mlr.press/v229/zhang23c/zhang23c.pdf
147,Learning Reusable Manipulation Strategies,CoRL,2023,Humans demonstrate an impressive ability to acquire and generalize manipulation “tricks.” Even from a single demonstration; such as using soup ladles to reach for distant objects; we can apply this skill to new scenarios involving different object positions; sizes; and categories (e.g.; forks and hammers). Additionally; we can flexibly combine various skills to devise long-term plans. In this paper; we present a framework that enables machines to acquire such manipulation skills; referred to as “mechanisms;” through a single demonstration and self-play. Our key insight lies in interpreting each demonstration as a sequence of changes in robot-object and object-object contact modes; which provides a scaffold for learning detailed samplers for continuous parameters. These learned mechanisms and samplers can be seamlessly integrated into standard task and motion planners; enabling their compositional use.,https://proceedings.mlr.press/v229/mao23a/mao23a.pdf
148,Efficient Sim-to-real Transfer of Contact-Rich Manipulation Skills with Online Admittance Residual Learning,CoRL,2023,Learning contact-rich manipulation skills is essential. Such skills require the robots to interact with the environment with feasible manipulation trajectories and suitable compliance control parameters to enable safe and stable contact. However; learning these skills is challenging due to data inefficiency in the real world and the sim-to-real gap in simulation. In this paper; we introduce a hybrid offline-online framework to learn robust manipulation skills. We employ model-free reinforcement learning for the offline phase to obtain the robot motion and compliance control parameters in simulation \RV{with domain randomization}. Subsequently; in the online phase; we learn the residual of the compliance control parameters to maximize robot performance-related criteria with force sensor measurements in real-time. To demonstrate the effectiveness and robustness of our approach; we provide comparative results against existing methods for assembly; pivoting; and screwing tasks.,https://proceedings.mlr.press/v229/zhang23e/zhang23e.pdf
149,Waypoint-Based Imitation Learning for Robotic Manipulation,CoRL,2023,While imitation learning methods have seen a resurgent interest for robotic manipulation; the well-known problem of compounding errors continues to afflict behavioral cloning (BC). Waypoints can help address this problem by reducing the horizon of the learning problem for BC; and thus; the errors compounded over time. However; waypoint labeling is underspecified; and requires additional human supervision. Can we generate waypoints automatically without any additional human supervision? Our key insight is that if a trajectory segment can be approximated by linear motion; the endpoints can be used as waypoints. We propose Automatic Waypoint Extraction (AWE) for imitation learning; a preprocessing module to decompose a demonstration into a minimal set of waypoints which when interpolated linearly can approximate the trajectory up to a specified error threshold. AWE can be combined with any BC algorithm; and we find that AWE can increase the success rate of state-of-the-art algorithms by up to $25%$ in simulation and by $4-28%$ on real-world bimanual manipulation tasks; reducing the decision making horizon by up to a factor of 10. Videos and code are available at https://lucys0.github.io/awe/.,https://proceedings.mlr.press/v229/shi23b/shi23b.pdf
150,SCALE: Causal Learning and Discovery of Robot Manipulation Skills using Simulation,CoRL,2023,We propose SCALE; an approach for discovering and learning a diverse set of interpretable robot skills from a limited dataset. Rather than learning a single skill which may fail to capture all the modes in the data; we first identify the different modes via causal reasoning and learn a separate skill for each of them. Our main insight is to associate each mode with a unique set of causally relevant context variables that are discovered by performing causal interventions in simulation. This enables data partitioning based on the causal processes that generated the data; and then compressed skills that ignore the irrelevant variables can be trained. We model each robot skill as a Regional Compressed Option; which extends the options framework by associating a causal process and its relevant variables with the option. Modeled as the skill Data Generating Region; each causal process is local in nature and hence valid over only a subset of the context space. We demonstrate our approach for two representative manipulation tasks: block stacking and peg-in-hole insertion under uncertainty. Our experiments show that our approach yields diverse skills that are compact; robust to domain shifts; and suitable for sim-to-real transfer.,https://proceedings.mlr.press/v229/lee23b/lee23b.pdf
151,Learning Robot Manipulation from Cross-Morphology Demonstration,CoRL,2023,Some Learning from Demonstrations (LfD) methods handle small mismatches in the action spaces of the teacher and student. Here we address the casewhere the teacher’s morphology is substantially different from that of the student. Our framework; Morphological Adaptation in Imitation Learning (MAIL); bridges this gap allowing us to train an agent from demonstrations by other agents with significantly different morphologies. MAIL learns from suboptimal demonstrations; so long as they provide some guidance towards a desired solution. We demonstrate MAIL on manipulation tasks with rigid and deformable objects including 3D cloth manipulation interacting with rigid obstacles. We train a visual control policy for a robot with one end-effector using demonstrations from a simulated agent with two end-effectors. MAIL shows up to $24%$ improvement in a normalized performance metric over LfD and non-LfD baselines. It is deployed to a real Franka Panda robot; handles multiple variations in properties for objects (size; rotation; translation); and cloth-specific properties (color; thickness; size; material).,https://proceedings.mlr.press/v229/salhotra23a/salhotra23a.pdf
152,Curiosity-Driven Learning of Joint Locomotion and Manipulation Tasks,CoRL,2023,"Learning complex locomotion and manipulation tasks presents significant challenges; often requiring extensive engineering of; e.g.; reward functions or curricula to provide meaningful feedback to the Reinforcement Learning (RL) algorithm. This paper proposes an intrinsically motivated RL approach to reduce task-specific engineering. The desired task is encoded in a single sparse reward; i.e.; a reward of “+1"" is given if the task is achieved. Intrinsic motivation enables learning by guiding exploration toward the sparse reward signal. Specifically; we adapt the idea of Random Network Distillation (RND) to the robotics domain to learn holistic motion control policies involving simultaneous locomotion and manipulation. We investigate opening doors as an exemplary task for robotic ap- plications. A second task involving package manipulation from a table to a bin highlights the generalization capabilities of the presented approach. Finally; the resulting RL policies are executed in real-world experiments on a wheeled-legged robot in biped mode. We experienced no failure in our experiments; which consisted of opening push doors (over 15 times in a row) and manipulating packages (over 5 times in a row).",https://proceedings.mlr.press/v229/schwarke23a/schwarke23a.pdf
153,A Data-efficient Neural ODE Framework for Optimal Control of Soft Manipulators,CoRL,2023,This paper introduces a novel approach for modeling continuous forward kinematic models of soft continuum robots by employing Augmented Neural ODE (ANODE); a cutting-edge family of deep neural network models. To the best of our knowledge; this is the first application of ANODE in modeling soft continuum robots. This formulation introduces auxiliary dimensions; allowing the system’s states to evolve in the augmented space which provides a richer set of dynamics that the model can learn; increasing the flexibility and accuracy of the model. Our methodology achieves exceptional sample efficiency; training the continuous forward kinematic model using only 25 scattered data points. Additionally; we design and implement a fully parallel Model Predictive Path Integral (MPPI)-based controller running on a GPU; which efficiently manages a non-convex objective function. Through a set of experiments; we showed that the proposed framework (ANODE+MPPI) significantly outperforms state-of-the-art learning-based methods such as FNN and RNN in unseen-before scenarios and marginally outperforms them in seen-before scenarios.,https://proceedings.mlr.press/v229/kasaei23a/kasaei23a.pdf
154,Neural Field Dynamics Model for Granular Object Piles Manipulation,CoRL,2023,We present a learning-based dynamics model for granular material manipulation. Drawing inspiration from computer graphics’ Eulerian approach; our method adopts a fully convolutional neural network that operates on a density field-based representation of object piles; allowing it to exploit the spatial locality of inter-object interactions through the convolution operations. This approach greatly improves the learning and computation efficiency compared to existing latent or particle-based methods and sidesteps the need for state estimation; making it directly applicable to real-world settings. Furthermore; our differentiable action rendering module makes the model fully differentiable and can be directly integrated with a gradient-based algorithm for curvilinear trajectory optimization. We evaluate our model with a wide array of piles manipulation tasks both in simulation and real-world experiments and demonstrate that it significantly exceeds existing methods in both accuracy and computation efficiency. More details can be found at https://sites.google.com/view/nfd-corl23/,https://proceedings.mlr.press/v229/xue23a/xue23a.pdf
155,Learning Generalizable Manipulation Policies with Object-Centric 3D Representations,CoRL,2023,We introduce GROOT; an imitation learning method for learning robust policies with object-centric and 3D priors. GROOT builds policies that generalize beyond their initial training conditions for vision-based manipulation. It constructs object-centric 3D representations that are robust toward background changes and camera views and reason over these representations using a transformer-based policy. Furthermore; we introduce a segmentation correspondence model that allows policies to generalize to new objects at test time. Through comprehensive experiments; we validate the robustness of GROOT policies against perceptual variations in simulated and real-world environments. GROOT’s performance excels in generalization over background changes; camera viewpoint shifts; and the presence of new object instances; whereas both state-of-the-art end-to-end learning methods and object proposal-based approaches fall short. We also extensively evaluate GROOT policies on real robots; where we demonstrate the efficacy under very wild changes in setup. More videos and model details can be found in the appendix and the project website https://ut-austin-rpl.github.io/GROOT.,https://proceedings.mlr.press/v229/zhu23b/zhu23b.pdf
156,Scaling Cross-Embodied Learning: One Policy for Manipulation; Navigation; Locomotion and Aviation,CoRL,2024,Modern machine learning systems rely on large datasets to attain broad generalization; and this often poses a challenge in robotic learning; where each robotic platform and task might have only a small dataset. By training a single policy across many different kinds of robots; a robotic learning method can leverage much broader and more diverse datasets; which in turn can lead to better generalization and robustness. However; training a single policy on multi-robot data is challenging because robots can have widely varying sensors; actuators; and control frequencies. We propose CrossFormer; a scalable and flexible transformer-based policy that can consume data from any embodiment. We train CrossFormer on the largest and most diverse dataset to date; 900K trajectories across 20 different robot embodiments. We demonstrate that the same network weights can control vastly different robots; including single and dual arm manipulation systems; wheeled robots; quadcopters; and quadrupeds. Unlike prior work; our model does not require manual alignment of the observation or action spaces. Extensive experiments in the real world show that our method matches the performance of specialist policies tailored for each embodiment; while also significantly outperforming the prior state of the art in cross-embodiment learning.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/doshi25a/doshi25a.pdf
157,Guided Reinforcement Learning for Robust Multi-Contact Loco-Manipulation,CoRL,2024,Reinforcement learning (RL) has shown remarkable proficiency in developing robust control policies for contact-rich applications. However; it typically requires meticulous Markov Decision Process (MDP) designing tailored to each task and robotic platform. This work addresses this challenge by creating a systematic approach to behavior synthesis and control for multi-contact loco-manipulation. We define a task-independent MDP formulation to learn robust RL policies using a single demonstration (per task) generated from a fast model-based trajectory optimization method. Our framework is validated on diverse real-world tasks; such as navigating spring-loaded doors and manipulating heavy dishwashers. The learned behaviors can handle dynamic uncertainties and external disturbances; showcasing recovery maneuvers; such as re-grasping objects during execution. Finally; we successfully transfer the policies to a real robot; demonstrating the approach’s practical viability.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/sleiman25a/sleiman25a.pdf
158,Gentle Manipulation of Tree Branches: A Contact-Aware Policy Learning Approach,CoRL,2024,Learning to interact with deformable tree branches with minimal damage is challenging due to their intricate geometry and inscrutable dynamics. Furthermore; traditional vision-based modelling systems suffer from implicit occlusions in dense foliage; severely changing lighting conditions; and limited field of view; in addition to having a significant computational burden preventing real-time deployment.In this work; we simulate a procedural forest with realistic; self-similar branching structures derived from a parametric L-system model; actuated with crude spring abstractions; mirroring real-world variations with domain randomisation over the morphological and dynamic attributes. We then train a novel Proprioceptive Contact-Aware Policy (PCAP) for a reach task using reinforcement learning; aided by a whole-arm contact detection classifier and reward engineering; without external vision; tactile; or torque sensing. The agent deploys novel strategies to evade and mitigate contact impact; favouring a reactive exploration of the task space. Finally; we demonstrate that the learned behavioural patterns can be transferred zero-shot from simulation to real; allowing the arm to navigate around real branches with unseen topology and variable occlusions while minimising the contact forces and expected ruptures.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/jacob25a/jacob25a.pdf
159,Robust Manipulation Primitive Learning via Domain Contraction,CoRL,2024,Contact-rich manipulation plays an important role in everyday life; but uncertain parameters pose significant challenges to model-based planning and control. To address this issue; domain adaptation and domain randomization have been proposed to learn robust policies. However; they either lose the generalization ability to diverse instances or perform conservatively due to neglecting instance-specific information. In this paper; we propose a bi-level approach to learn robust manipulation primitives; including parameter-augmented policy learning using multiple models with tensor approximation; and parameter-conditioned policy retrieval through domain contraction. This approach unifies domain randomization and domain adaptation; providing optimal behaviors while keeping generalization ability. We validate the proposed method on three contact-rich manipulation primitives: hitting; pushing; and reorientation. The experimental results showcase the superior performance of our approach in generating robust policies for instances with diverse physical parameters.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/xue25a/xue25a.pdf
160,ManiWAV: Learning Robot Manipulation from In-the-Wild Audio-Visual Data,CoRL,2024,Audio signals provide rich information for the robot interaction and object properties through contact. These information can surprisingly ease the learning of contact-rich robot manipulation skills; especially when the visual information alone is ambiguous or incomplete. However; the usage of audio data in robot manipulation has been constrained to teleoperated demonstrations collected by either attaching a microphone to the robot or object; which significantly limits its usage in robot learning pipelines. In this work; we introduce ManiWAV: an ’ear-in-hand’ data collection device to collect in-the-wild human demonstrations with synchronous audio and visual feedback; and a corresponding policy interface to learn robot manipulation policy directly from the demonstrations. We demonstrate the capabilities of our system through four contact-rich manipulation tasks that require either passively sensing the contact events and modes; or actively sensing the object surface materials and states. In addition; we show that our system can generalize to unseen in-the-wild environments; by learning from diverse in-the-wild human demonstrations. All data; code; and policy will be public.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/liu25c/liu25c.pdf
161,Learning Robotic Manipulation Policies from Point Clouds with Conditional Flow Matching,CoRL,2024,Learning from expert demonstrations is a popular approach to train robotic manipulation policies from limited data. However; imitation learning algorithms require a number of design choices ranging from the input modality; training objective; and 6-DoF end-effector pose representation. Diffusion-based methods have gained popularity as they allow to predict long horizon trajectories and handle multimodal action distributions. Recently; Conditional Flow Matching (CFM) (or Rectified Flow) has been proposed as a more flexible generalization of diffusion models. In this paper we investigate the application of CFM in the context of robotic policy learning; and specifically study the interplay with the other design choices required to build an imitation learning algorithm. We show that CFM gives the best performance when combined with point cloud input observations. Additionally; we study the feasibility of a CFM formulation on the SO(3) manifold and evaluate its suitability with a simplified example. We perform extensive experiments on RLBench which demonstrate that our proposed PointFlowMatch approach achieves a state-of-the-art average success rate of 67.8% over eight tasks; double the performance of the next best method.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/chisari25a/chisari25a.pdf
162,Jacta: A Versatile Planner for Learning Dexterous and Whole-body Manipulation,CoRL,2024,Robotic manipulation is challenging due to discontinuous dynamics; as well as high-dimensional state and action spaces. Data-driven approaches that succeed in manipulation tasks require large amounts of data and expert demonstrations; typically from humans. Existing planners are restricted to specific systems and often depend on specialized algorithms for using demonstrations. Therefore; we introduce a flexible motion planner tailored to dexterous and whole-body manipulation tasks. Our planner creates readily usable demonstrations for reinforcement learning algorithms; eliminating the need for additional training pipeline complexities. With this approach; we can efficiently learn policies for complex manipulation tasks; where traditional reinforcement learning alone only makes little progress. Furthermore; we demonstrate that learned policies are transferable to real robotic systems for solving complex dexterous manipulation tasks. Project website: https://jacta-manipulation.github.io/,https://raw.githubusercontent.com/mlresearch/v270/main/assets/bruedigam25a/bruedigam25a.pdf
163,SoftManiSim: A Fast Simulation Framework for Multi-Segment Continuum Manipulators Tailored for Robot Learning,CoRL,2024,This paper introduces SoftManiSim; a novel simulation framework for multi-segment continuum manipulators. Existing continuum robot simulators often rely on simplifying assumptions; such as constant curvature bending or ignoring contact forces; to meet real-time simulation and training demands. To bridge this gap; we propose a robust and rapid mathematical model for continuum robots at the core of SoftManiSim; ensuring precise and adaptable simulations. The framework can integrate with various rigid-body robots; increasing its utility across different robotic platforms. SoftManiSim supports parallel operations for simultaneous simulations of multiple robots and generates synthetic data essential for training deep reinforcement learning models. This capability enhances the development and optimization of control strategies in dynamic environments. Extensive simulations validate the framework’s effectiveness; demonstrating its capabilities in handling complex robotic interactions and tasks. We also present real robot validation to showcase the simulator’s practical applicability and accuracy in real-world settings. To our knowledge; SoftManiSim is the first open-source real-time simulator capable of modeling continuum robot behavior under dynamic point/distributed loading. It enables rapid deployment in reinforcement learning and machine learning applications. This simulation framework can be downloaded from https://github.com/MohammadKasaei/SoftManiSim.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/kasaei25a/kasaei25a.pdf
164,Learning Visuotactile Estimation and Control for Non-prehensile Manipulation under Occlusions,CoRL,2024,Manipulation without grasping; known as non-prehensile manipulation; is essential for dexterous robots in contact-rich environments; but presents many challenges relating with underactuation; hybrid-dynamics; and frictional uncertainty. Additionally; object occlusions in a scenario of contact uncertainty and where the motion of the object evolves independently from the robot becomes a critical problem; which previous literature fails to address. We present a method for learning visuotactile state estimators and uncertainty-aware control policies for non-prehensile manipulation under occlusions; by leveraging diverse interaction data from privileged policies trained in simulation. We formulate the estimator within a Bayesian deep learning framework; to model its uncertainty; and then train uncertainty-aware control policies by incorporating the pre-learned estimator into the reinforcement learning (RL) loop; both of which lead to significantly improved estimator and policy performance. Therefore; unlike prior non-prehensile research that relies on complex external perception set-ups; our method successfully handles occlusions after sim-to-real transfer to robotic hardware with a simple onboard camera.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/ferrandis25a/ferrandis25a.pdf
165,HYPERmotion: Learning Hybrid Behavior Planning for Autonomous Loco-manipulation,CoRL,2024,Enabling robots to autonomously perform hybrid motions in diverse environments can be beneficial for long-horizon tasks such as material handling; household chores; and work assistance. This requires extensive exploitation of intrinsic motion capabilities; extraction of affordances from rich environmental information; and planning of physical interaction behaviors. Despite recent progress has demonstrated impressive humanoid whole-body control abilities; they struggle to achieve versatility and adaptability for new tasks. In this work; we propose HYPERmotion; a framework that learns; selects and plans behaviors based on tasks in different scenarios. We combine reinforcement learning with whole-body optimization to generate motion for 38 actuated joints and create a motion library to store the learned skills. We apply the planning and reasoning features of the large language models (LLMs) to complex loco-manipulation tasks; constructing a hierarchical task graph that comprises a series of primitive behaviors to bridge lower-level execution with higher-level planning. By leveraging the interaction of distilled spatial geometry and 2D observation with a visual language model (VLM) to ground knowledge into a robotic morphology selector to choose appropriate actions in single- or dual-arm; legged or wheeled locomotion. Experiments in simulation and real-world show that learned motions can efficiently adapt to new tasks; demonstrating high autonomy from free-text commands in unstructured scenes. Videos and website: hy-motion.github.io//,https://raw.githubusercontent.com/mlresearch/v270/main/assets/wang25f/wang25f.pdf
166,SPIRE: Synergistic Planning; Imitation; and Reinforcement Learning for Long-Horizon Manipulation,CoRL,2024,Robot learning has proven to be a general and effective technique for programming manipulators. Imitation learning is able to teach robots solely from human demonstrations but is bottlenecked by the capabilities of the demonstrations. Reinforcement learning uses exploration to discover better behaviors; however; the space of possible improvements can be too large to start from scratch. And for both techniques; the learning difficulty increases proportional to the length of the manipulation task. Accounting for this; we propose SPIRE; a system that first uses Task and Motion Planning (TAMP) to decompose tasks into smaller learning subproblems and second combines imitation and reinforcement learning to maximize their strengths. We develop novel strategies to train learning agents when deployed in the context of a planning system. We evaluate SPIRE on a suite of long-horizon and contact-rich robot manipulation problems. We find that SPIRE outperforms prior approaches that integrate imitation learning; reinforcement learning; and planning by 35% to 50% in average task performance; is 6 times more data efficient in the number of human demonstrations needed to train proficient agents; and learns to complete tasks nearly twice as efficiently. View https://sites.google.com/view/spire-corl-2024 for more details.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhou25a/zhou25a.pdf
167,3D-ViTac: Learning Fine-Grained Manipulation with Visuo-Tactile Sensing,CoRL,2024,Tactile and visual perception are both crucial for humans to perform fine-grained interactions with their environment. Developing similar multi-modal sensing capabilities for robots can significantly enhance and expand their manipulation skills. This paper introduces **3D-ViTac**; a multi-modal sensing and learning system designed for dexterous bimanual manipulation. Our system features tactile sensors equipped with dense sensing units; each covering an area of 3$mm^2$. These sensors are low-cost and flexible; providing detailed and extensive coverage of physical contacts; effectively complementing visual information. To integrate tactile and visual data; we fuse them into a unified 3D representation space that preserves their 3D structures and spatial relationships. The multi-modal representation can then be coupled with diffusion policies for imitation learning. Through concrete hardware experiments; we demonstrate that even low-cost robots can perform precise manipulations and significantly outperform vision-only policies; particularly in safe interactions with fragile items and executing long-horizon tasks involving in-hand manipulation. Our project page is available at https://binghao-huang.github.io/3D-ViTac/.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/huang25e/huang25e.pdf
168,Scaling Manipulation Learning with Visual Kinematic Chain Prediction,CoRL,2024,Learning general-purpose models from diverse datasets has achieved great success in machine learning. In robotics; however; existing methods in multi-task learning are typically constrained to a single robot and workspace; while recent work such as RT-X requires a non-trivial action normalization procedure to manually bridge the gap between different action spaces in diverse environments. In this paper; we propose the visual kinematics chain as a precise and universal representation of quasi-static actions for robot learning over diverse environments; which requires no manual adjustment since the visual kinematic chains can be automatically obtained from the robot’s model and camera parameters. We propose the Visual Kinematics Transformer (VKT); a convolution-free architecture that supports an arbitrary number of camera viewpoints; and that is trained with a single objective of forecasting kinematic structures through optimal point-set matching. We demonstrate the superior performance of VKT over BC transformers as a general agent on Calvin; RLBench; ALOHA; Open-X; and real robot manipulation tasks. Video demonstrations and source code can be found at https://mlzxy.github.io/visual-kinetic-chain.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhang25f/zhang25f.pdf
169,Learning to Open and Traverse Doors with a Legged Manipulator,CoRL,2024,Using doors is a longstanding challenge in robotics and is of significant practical interest in giving robots greater access to human-centric spaces. The task is challenging due to the need for online adaptation to varying door properties and precise control in manipulating the door panel and navigating through the confined doorway. To address this; we propose a learning-based controller for a legged manipulator to open and traverse through doors. The controller is trained using a teacher-student approach in simulation to learn robust task behaviors as well as estimate crucial door properties during the interaction. Unlike previous works; our approach is a single control policy that can handle both push and pull doors through learned behaviour which infers the opening direction during deployment without prior knowledge. The policy was deployed on the ANYmal legged robot with an arm and achieved a success rate of 95.0% in repeated trials conducted in an experimental setting. Additional experiments validate the policy’s effectiveness and robustness to various doors and disturbances. A video overview of the method and experiments is provided in the supplementary material.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhang25g/zhang25g.pdf
170,Autonomous Interactive Correction MLLM for Robust Robotic Manipulation,CoRL,2024,The ability to reflect on and correct failures is crucial for robotic systems to interact stably with real-life objects. Observing the generalization and reasoning capabilities of Multimodal Large Language Models (MLLMs); previous approaches have aimed to utilize these models to enhance robotic systems accordingly. However; these methods typically focus on high-level planning corrections using an additional MLLM; with limited utilization of failed samples to correct low-level contact poses which is particularly prone to occur during articulated object manipulation. To address this gap; we propose an Autonomous Interactive Correction (AIC) MLLM; which makes use of previous low-level interaction experiences to correct SE(3) pose predictions for articulated object. Specifically; AIC MLLM is initially fine-tuned to acquire both pose prediction and feedback prompt comprehension abilities. We design two types of prompt instructions for interactions with objects: 1) visual masks to highlight unmovable parts for position correction; and 2) textual descriptions to indicate potential directions for rotation correction. During inference; a Feedback Information Extraction module is introduced to recognize the failure cause; allowing AIC MLLM to adaptively correct the pose prediction using the corresponding prompts. To further enhance manipulation stability; we devise a Test Time Adaptation strategy that enables AIC MLLM to better adapt to the current scene configuration. Finally; extensive experiments are conducted in both simulated and real-world environments to evaluate the proposed method. The results demonstrate that our AIC MLLM can efficiently correct failure samples by leveraging interaction experience prompts.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/xiong25a/xiong25a.pdf
171,TidyBot++: An Open-Source Holonomic Mobile Manipulator for Robot Learning,CoRL,2024,Exploiting the promise of recent advances in imitation learning for mobile manipulation will require the collection of large numbers of human-guided demonstrations. This paper proposes an open-source design for an inexpensive; robust; and flexible mobile manipulator that can support arbitrary arms; enabling a wide range of real-world household mobile manipulation tasks. Crucially; our design uses powered casters to enable the mobile base to be fully holonomic; able to control all planar degrees of freedom independently and simultaneously. This feature makes the base more maneuverable and simplifies many mobile manipulation tasks; eliminating the kinematic constraints that create complex and time-consuming motions in nonholonomic bases. We equip our robot with an intuitive mobile phone teleoperation interface to enable easy data acquisition for imitation learning. In our experiments; we use this interface to collect data and show that the resulting learned policies can successfully perform a variety of common household mobile manipulation tasks.,https://raw.githubusercontent.com/mlresearch/v270/main/assets/wu25a/wu25a.pdf
